FullName,Legislative,PartyAbbreviation,SimplePartyAbbreviation,SimplePartyId,Active,FirstName,LastName,GenderAsString,CantonName,CantonAbbreviation,CouncilName,ParlGroupName,ParlGroupAbbreviation,PartyName,MaritalStatusText,BirthPlace_City,BirthPlace_Canton,Mandates,DateJoining,DateLeaving,Citizenship,DateOfBirth,DateOfDeath,Image
Müller Thomas,1.0,UDC,UDC,1,False,Thomas,Müller,m,St-Gall,SG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Uzwil,St-Gall,Legislative der Gemeinde Rorschach: von Januar 1985 bis Dezember 1996; Exekutive der Gemeinde Rorschach: seit Oktober 2003; Legislative des Kantons: von Mai 1992 bis April 2000,2011-12-05,2015-11-29,Uzwil (SG),1952-12-01,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2661.jpg
Müller Geri,1.0,PES,PES,6,False,Geri,Müller,m,Argovie,AG,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Brugg,Argovie,Legislative der Gemeinde Baden: von April 1990 bis Dezember 1991; Exekutive der Gemeinde Baden: seit Januar 2006; Legislative des Kantons: von November 1995 bis November 2003,2011-12-05,2015-11-29,Turgi (AG),1960-10-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2615.jpg
Müller Philipp,1.0,PLR,PLR,3,False,Philipp,Müller,m,Argovie,AG,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Mogelsberg,St-Gall,Legislative des Kantons: von März 1997 bis Oktober 2003,2011-12-05,2015-11-29,Mogelsberg (SG),1952-09-05,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2616.jpg
Müller Leo,1.0,PDC,PDC,4,False,Leo,Müller,m,Lucerne,LU,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Ruswil,Lucerne,Legislative des Kantons (Kantonsrat): 21. April 1999 bis 31. Dezember 2011; Kantonsratspräsident: 2011; Exekutive der Gemeinde Ruswil (Gemeindepräsident): 1. September 2008 bis 31. August 2018,2011-12-05,2015-11-29,"Ruswil (LU),Schüpfheim (LU)",1958-07-04,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3012.jpg
Müller Walter,2.0,PLR,PLR,3,True,Walter,Müller,m,St-Gall,SG,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Azmoos,St-Gall,,2015-11-30,2019-12-01,Wartau (SG),1948-04-25,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2617.jpg
Müller Thomas,2.0,UDC,UDC,1,True,Thomas,Müller,m,St-Gall,SG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Uzwil,St-Gall,Legislative der Gemeinde Rorschach: von Januar 1985 bis Dezember 1996; Exekutive der Gemeinde Rorschach: seit Oktober 2003; Legislative des Kantons: von Mai 1992 bis April 2000,2015-11-30,2019-12-01,Uzwil (SG),1952-12-01,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2661.jpg
Müller Leo,2.0,PDC,PDC,4,True,Leo,Müller,m,Lucerne,LU,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Ruswil,Lucerne,Legislative des Kantons (Kantonsrat): 21. April 1999 bis 31. Dezember 2011; Kantonsratspräsident: 2011; Exekutive der Gemeinde Ruswil (Gemeindepräsident): 1. September 2008 bis 31. August 2018,2015-11-30,2019-12-01,"Ruswil (LU),Schüpfheim (LU)",1958-07-04,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3012.jpg
Müller Philipp,0.0,PLR,PLR,3,False,Philipp,Müller,m,Argovie,AG,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Mogelsberg,St-Gall,Legislative des Kantons: von März 1997 bis Oktober 2003,2007-12-03,2011-12-04,Mogelsberg (SG),1952-09-05,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2616.jpg
Müller-Altermatt Stefan,1.0,PDC,PDC,4,False,Stefan,Müller-Altermatt,m,Soleure,SO,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Langenthal,Berne,Legislative des Kantons: von Mai 2005 bis November 2011; Gemeindepräsident Herbetswil: seit Oktober 2009,2011-12-05,2015-11-29,Murgenthal (AG),1976-06-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2771.jpg
Müller-Altermatt Stefan,2.0,PDC,PDC,4,True,Stefan,Müller-Altermatt,m,Soleure,SO,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Langenthal,Berne,Legislative des Kantons: von Mai 2005 bis November 2011; Gemeindepräsident Herbetswil: seit Oktober 2009,2015-11-30,2019-12-01,Murgenthal (AG),1976-06-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2771.jpg
Munz Martina,1.0,PSS,PSS,2,False,Martina,Munz,f,Schaffhouse,SH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zurich,Zurich,Kantonsrätin: seit Januar 2000,2013-09-09,2015-11-29,Sulgen (TG),1955-12-26,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3036.jpg
Munz Martina,2.0,PSS,PSS,2,True,Martina,Munz,f,Schaffhouse,SH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zurich,Zurich,Kantonsrätin: seit Januar 2000,2015-11-30,2019-12-01,Sulgen (TG),1955-12-26,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3036.jpg
Müri Felix,1.0,UDC,UDC,1,False,Felix,Müri,m,Lucerne,LU,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Lucerne,Lucerne,Legislative des Kantons: von 1999 bis 2003,2011-12-05,2015-11-29,Schinznach (AG),1958-01-22,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2618.jpg
Müri Felix,2.0,UDC,UDC,1,True,Felix,Müri,m,Lucerne,LU,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Lucerne,Lucerne,Legislative des Kantons: von 1999 bis 2003,2015-11-30,2019-12-01,Schinznach (AG),1958-01-22,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2618.jpg
Müri Felix,0.0,UDC,UDC,1,False,Felix,Müri,m,Lucerne,LU,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Lucerne,Lucerne,Legislative des Kantons: von 1999 bis 2003,2007-12-03,2011-12-04,Schinznach (AG),1958-01-22,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2618.jpg
Naef Martin,1.0,PSS,PSS,2,False,Martin,Naef,m,Zurich,ZH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Berne,Berne,Verfassungsrat des Kantons Zürich: von April 2000 bis Februar 2005; Kantonsrat des Kantons Zürich: von Mai 2003 bis Mai 2012,2011-12-05,2015-11-29,Zurich (ZH),1970-11-10,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3018.jpg
Naef Martin,2.0,PSS,PSS,2,True,Martin,Naef,m,Zurich,ZH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Berne,Berne,Verfassungsrat des Kantons Zürich: von April 2000 bis Februar 2005; Kantonsrat des Kantons Zürich: von Mai 2003 bis Mai 2012,2015-11-30,2019-12-01,Zurich (ZH),1970-11-10,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3018.jpg
Nantermod Philippe,2.0,PLR,PLR,3,True,Philippe,Nantermod,m,Valais,VS,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Lausanne,Vaud,,2015-11-30,2019-12-01,Troistorrents (VS),1984-03-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3088.jpg
Neirynck Jacques,0.0,PDC,PDC,4,False,Jacques,Neirynck,m,Vaud,VD,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Uccle,,Législatif communal: dès décembre 2006; Législatif cantonal: dès juillet 2007,2007-12-03,2011-12-04,Ecublens (FR),1931-08-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2521.jpg
Neirynck Jacques,1.0,PDC,PDC,4,False,Jacques,Neirynck,m,Vaud,VD,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Uccle,,Législatif communal: dès décembre 2006; Législatif cantonal: dès juillet 2007,2011-12-05,2015-11-29,Ecublens (FR),1931-08-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2521.jpg
Nicolet Jacques,2.0,UDC,UDC,1,True,Jacques,Nicolet,m,Vaud,VD,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Lignerolle,Vaud,Député au Grand Conseil vaudois: depuis septembre 2008 jusqu'à novembre 2015; Président du Parlement vaudois: depuis juillet 2014 jusqu'à juin 2015,2015-11-30,2019-12-01,Lignerolle (VD),1965-10-24,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3089.jpg
Nidegger Yves,1.0,UDC,UDC,1,False,Yves,Nidegger,m,Genève,GE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Zurich,Zurich,Législatif cantonal: depuis octobre 2005 jusqu'à décembre 2009,2011-12-05,2015-11-29,Genève (GE),1957-05-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2701.jpg
Nidegger Yves,2.0,UDC,UDC,1,True,Yves,Nidegger,m,Genève,GE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Zurich,Zurich,Législatif cantonal: depuis octobre 2005 jusqu'à décembre 2009,2015-11-30,2019-12-01,Genève (GE),1957-05-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2701.jpg
Nidegger Yves,0.0,UDC,UDC,1,False,Yves,Nidegger,m,Genève,GE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Zurich,Zurich,Législatif cantonal: depuis octobre 2005 jusqu'à décembre 2009,2007-12-03,2011-12-04,Genève (GE),1957-05-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2701.jpg
Nordmann Roger,1.0,PSS,PSS,2,False,Roger,Nordmann,m,Vaud,VD,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Lausanne,Vaud,Législatif communal (Conseiller communal): depuis 1998 jusqu'à 1999; Constituante cantonale: depuis 1999 jusqu'à 2002; Législatif cantonal (Grand Conseil): de août à novembre 2004,2011-12-05,2015-11-29,Seuzach (ZH),1973-03-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2648.jpg
Nordmann Roger,0.0,PSS,PSS,2,False,Roger,Nordmann,m,Vaud,VD,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Lausanne,Vaud,Législatif communal (Conseiller communal): depuis 1998 jusqu'à 1999; Constituante cantonale: depuis 1999 jusqu'à 2002; Législatif cantonal (Grand Conseil): de août à novembre 2004,2007-12-03,2011-12-04,Seuzach (ZH),1973-03-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2648.jpg
Nordmann Roger,2.0,PSS,PSS,2,True,Roger,Nordmann,m,Vaud,VD,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Lausanne,Vaud,Législatif communal (Conseiller communal): depuis 1998 jusqu'à 1999; Constituante cantonale: depuis 1999 jusqu'à 2002; Législatif cantonal (Grand Conseil): de août à novembre 2004,2015-11-30,2019-12-01,Seuzach (ZH),1973-03-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2648.jpg
Noser Ruedi,0.0,PLR,PLR,3,False,Ruedi,Noser,m,Zurich,ZH,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Glaris,Glaris,Legislative des Kantons (Kantonsrat): von Mai 1999 bis November 2003,2007-12-03,2011-12-04,Oberurnen (GL),1961-04-14,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2619.jpg
Noser Ruedi,1.0,PLR,PLR,3,False,Ruedi,Noser,m,Zurich,ZH,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Glaris,Glaris,Legislative des Kantons (Kantonsrat): von Mai 1999 bis November 2003,2011-12-05,2015-11-29,Oberurnen (GL),1961-04-14,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2619.jpg
Noser Ruedi,2.0,PLR,PLR,3,False,Ruedi,Noser,m,Zurich,ZH,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Glaris,Glaris,Legislative des Kantons (Kantonsrat): von Mai 1999 bis November 2003,2015-11-30,2015-12-07,Oberurnen (GL),1961-04-14,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2619.jpg
Nussbaumer Eric,1.0,PSS,PSS,2,False,Eric,Nussbaumer,m,Bâle-Campagne,BL,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Mulhouse,,Legislative der Gemeinde (Gemeindekommission): von 1992 bis 2004; Legislative des Kantons (Landrat): von Juli 1998 bis Dezember 2007; Landratspräsident: 2005/2006,2011-12-05,2015-11-29,Lüterkofen (SO),1960-07-11,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2702.jpg
Nussbaumer Eric,2.0,PSS,PSS,2,True,Eric,Nussbaumer,m,Bâle-Campagne,BL,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Mulhouse,,Legislative der Gemeinde (Gemeindekommission): von 1992 bis 2004; Legislative des Kantons (Landrat): von Juli 1998 bis Dezember 2007; Landratspräsident: 2005/2006,2015-11-30,2019-12-01,Lüterkofen (SO),1960-07-11,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2702.jpg
Nussbaumer Eric,0.0,PSS,PSS,2,False,Eric,Nussbaumer,m,Bâle-Campagne,BL,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Mulhouse,,Legislative der Gemeinde (Gemeindekommission): von 1992 bis 2004; Legislative des Kantons (Landrat): von Juli 1998 bis Dezember 2007; Landratspräsident: 2005/2006,2007-12-03,2011-12-04,Lüterkofen (SO),1960-07-11,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2702.jpg
Paganini Nicolo,2.0,PDC,PDC,4,True,Nicolo,Paganini,m,St-Gall,SG,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Herisau,Appenzell Rh.-Ext.,Legislative des Kantons Thurgau (Grosser Rat): von Mai 1992 bis Juli 2002; Ortsvorsteher (Gemeindepräsident) von Zihlschlacht (TG): von Mai 1994 bis Dezember 1996,2018-03-12,2019-12-01,Bischofszell (TG),1966-06-08,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3123.jpg
Page Pierre-André,2.0,UDC,UDC,1,True,Pierre-André,Page,m,Fribourg,FR,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Riaz,Fribourg,Exécutif communal (Conseiller communal): depuis 1991 jusqu'à 2006; Législatif cantonal (Grand Conseil): dès 1996,2015-11-30,2019-12-01,Châtonnaye (FR),1960-04-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3090.jpg
Pantani Roberta,1.0,Lega,Lega,9,False,Roberta,Pantani,f,Tessin,TI,Conseil national,Groupe de l'Union démocratique du Centre,V,Lega dei Ticinesi,,Sorengo,Tessin,Consigliere comunale di Chiasso: 2000-2004; Municipale di Chiasso: in carica dal 2004; Vice Sindaco di Chiasso: in carica,2011-12-05,2015-11-29,Chiasso (TI),1965-09-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2773.jpg
Pantani Roberta,2.0,Lega,Lega,9,True,Roberta,Pantani,f,Tessin,TI,Conseil national,Groupe de l'Union démocratique du Centre,V,Lega dei Ticinesi,,Sorengo,Tessin,Consigliere comunale di Chiasso: 2000-2004; Municipale di Chiasso: in carica dal 2004; Vice Sindaco di Chiasso: in carica,2015-11-30,2019-12-01,Chiasso (TI),1965-09-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2773.jpg
Pardini Corrado,0.0,PSS,PSS,2,False,Corrado,Pardini,m,Berne,BE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Berne,Berne,Legislative des Kantons: von April 2002 bis Dezember 2011,2011-05-30,2011-12-04,Fahrni (BE),1965-06-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2751.jpg
Pardini Corrado,1.0,PSS,PSS,2,False,Corrado,Pardini,m,Berne,BE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Berne,Berne,Legislative des Kantons: von April 2002 bis Dezember 2011,2011-12-05,2015-11-29,Fahrni (BE),1965-06-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2751.jpg
Pardini Corrado,2.0,PSS,PSS,2,True,Corrado,Pardini,m,Berne,BE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Berne,Berne,Legislative des Kantons: von April 2002 bis Dezember 2011,2015-11-30,2019-12-01,Fahrni (BE),1965-06-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2751.jpg
Parmelin Guy,0.0,UDC,UDC,1,False,Guy,Parmelin,m,Vaud,VD,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Bursins,Vaud,,2007-12-03,2011-12-04,Bursins (VD),1959-11-09,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2621.jpg
Parmelin Guy,1.0,UDC,UDC,1,False,Guy,Parmelin,m,Vaud,VD,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Bursins,Vaud,,2011-12-05,2015-11-29,Bursins (VD),1959-11-09,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2621.jpg
Parmelin Guy,2.0,UDC,UDC,1,False,Guy,Parmelin,m,Vaud,VD,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Bursins,Vaud,,2015-11-30,2015-12-31,Bursins (VD),1959-11-09,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2621.jpg
Pedrina Fabio,0.0,PSS,PSS,2,False,Fabio,Pedrina,m,Tessin,TI,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Faido,Tessin,Legislativo comunale di Airolo: da maggio 1976 ad aprile 1996; Legislativo cantonale: da aprile 1999 a settembre 2000,2007-12-03,2011-12-04,Airolo (TI),1954-11-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2522.jpg
Pelli Fulvio,0.0,PLR,PLR,3,False,Fulvio,Pelli,m,Tessin,TI,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Lugano,Tessin,Legislativo comunale di Lugano: dal 1980 al 1990; Legislativo cantonale: dal 1983 al 1995,2007-12-03,2011-12-04,Aranno (TI),1951-01-26,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2409.jpg
Pelli Fulvio,1.0,PLR,PLR,3,False,Fulvio,Pelli,m,Tessin,TI,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Lugano,Tessin,Legislativo comunale di Lugano: dal 1980 al 1990; Legislativo cantonale: dal 1983 al 1995,2011-12-05,2014-03-06,Aranno (TI),1951-01-26,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2409.jpg
Perrin Yvan,1.0,UDC,UDC,1,False,Yvan,Perrin,m,Neuchâtel,NE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Fleurier,Neuchâtel,Exécutif communal: depuis juin 2000 jusqu'à janvier 2010,2011-12-05,2013-08-31,Provence (VD),1966-12-09,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2622.jpg
Perrin Yvan,0.0,UDC,UDC,1,False,Yvan,Perrin,m,Neuchâtel,NE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Fleurier,Neuchâtel,Exécutif communal: depuis juin 2000 jusqu'à janvier 2010,2007-12-03,2011-12-04,Provence (VD),1966-12-09,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2622.jpg
Perrinjaquet Sylvie,0.0,PLR,PLR,3,False,Sylvie,Perrinjaquet,f,Neuchâtel,NE,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Paris,,Législatif communal: depuis avril 1984 jusqu'à avril 1998; Exécutif communal: depuis avril 1998 jusqu'à avril 2000; Législatif cantonal: depuis mai 1993 jusqu'à avril 2001; Exécutif cantonal: depuis avril 2001 jusqu'à mai 2009,2007-12-03,2011-12-04,Travers (NE),1955-08-24,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2703.jpg
Perrinjaquet Sylvie,1.0,PLR,PLR,3,False,Sylvie,Perrinjaquet,f,Neuchâtel,NE,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Paris,,Législatif communal: depuis avril 1984 jusqu'à avril 1998; Exécutif communal: depuis avril 1998 jusqu'à avril 2000; Législatif cantonal: depuis mai 1993 jusqu'à avril 2001; Exécutif cantonal: depuis avril 2001 jusqu'à mai 2009,2013-09-09,2015-11-29,Travers (NE),1955-08-24,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2703.jpg
Pezzatti Bruno,1.0,PLR,PLR,3,False,Bruno,Pezzatti,m,Zoug,ZG,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Zoug,Zoug,Legislative des Kantons (Kantonsrat): von 1998 bis 2010; Kantonsratspräsident: von Januar 2009 bis Dezember 2010,2011-12-05,2015-11-29,Torricella-Taverne (TI),1951-03-04,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2784.jpg
Pezzatti Bruno,2.0,PLR,PLR,3,True,Bruno,Pezzatti,m,Zoug,ZG,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Zoug,Zoug,Legislative des Kantons (Kantonsrat): von 1998 bis 2010; Kantonsratspräsident: von Januar 2009 bis Dezember 2010,2015-11-30,2019-12-01,Torricella-Taverne (TI),1951-03-04,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2784.jpg
Pfister Gerhard,0.0,PDC,PDC,4,False,Gerhard,Pfister,m,Zoug,ZG,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Zoug,Zoug,Legislative des Kantons: von Dezember 1998 bis November 2003,2007-12-03,2011-12-04,"Oberägeri (ZG),Wittenbach (SG)",1962-10-01,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2623.jpg
Pfister Theophil,0.0,UDC,UDC,1,False,Theophil,Pfister,m,St-Gall,SG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Uster,Zurich,,2007-12-03,2011-12-04,Uster (ZH),1942-07-16,2012-08-06,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2523.jpg
Pfister Gerhard,1.0,PDC,PDC,4,False,Gerhard,Pfister,m,Zoug,ZG,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Zoug,Zoug,Legislative des Kantons: von Dezember 1998 bis November 2003,2011-12-05,2015-11-29,"Oberägeri (ZG),Wittenbach (SG)",1962-10-01,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2623.jpg
